spliced	intron
124817104	124817104-I
101237406	101237406-I
100203405	100203405-I
101234921	101234921-I
101237025	101237025-I
124817523	124817523-I
100199090	100199090-I
105846130	105846130-I
105847694	105847694-I
105845462	105845462-I
101238025	101238025-I
101238028	101238028-I
124817106	124817106-I
100210606	100210606-I
124817385	124817385-I
124817107	124817107-I
124817899	124817899-I
124817900	124817900-I
124818013	124818013-I
124817572	124817572-I
124817108	124817108-I
124817573	124817573-I
100210254	100210254-I
101236989	101236989-I
100202211	100202211-I
124817451	124817451-I
124817761	124817761-I
124817109	124817109-I
101239686	101239686-I
101236459	101236459-I
101236355	101236355-I
100202139	100202139-I
100205781	100205781-I
105845313	105845313-I
100212716	100212716-I
100197653	100197653-I
105845159	105845159-I
105845158	105845158-I
100205448	100205448-I
105848538	105848538-I
105848490	105848490-I
124817643	124817643-I
124817112	124817112-I
124817113	124817113-I
124817115	124817115-I
100200379	100200379-I
100214454	100214454-I
124817116	124817116-I
124817987	124817987-I
105846857	105846857-I
100205047	100205047-I
105845305	105845305-I
124817117	124817117-I
124817118	124817118-I
100198270	100198270-I
124817119	124817119-I
124817625	124817625-I
124817626	124817626-I
124817122	124817122-I
124817123	124817123-I
105848979	105848979-I
124817124	124817124-I
124817125	124817125-I
124817126	124817126-I
105844325	105844325-I
100212706	100212706-I
100202060	100202060-I
124817059	124817059-I
124817537	124817537-I
124817538	124817538-I
124817642	124817642-I
105847261	105847261-I
124817645	124817645-I
124817460	124817460-I
124817129	124817129-I
124817664	124817664-I
124817891	124817891-I
124817895	124817895-I
124817614	124817614-I
105847900	105847900-I
124817933	124817933-I
100198147	100198147-I
101236860	101236860-I
124817947	124817947-I
124817131	124817131-I
100200486	100200486-I
100199139	100199139-I
100197944	100197944-I
105844517	105844517-I
124817896	124817896-I
124817623	124817623-I
124817133	124817133-I
124817533	124817533-I
124817695	124817695-I
124817696	124817696-I
124817697	124817697-I
100213206	100213206-I
124817543	124817543-I
105845480	105845480-I
100211606	100211606-I
124817853	124817853-I
124817594	124817594-I
124817136	124817136-I
124817971	124817971-I
101241619	101241619-I
124817555	124817555-I
100199680	100199680-I
100203998	100203998-I
124817137	124817137-I
100205863	100205863-I
124817835	124817835-I
124817749	124817749-I
124817138	124817138-I
100201607	100201607-I
100209412	100209412-I
101236676	101236676-I
124817969	124817969-I
100208752	100208752-I
124817534	124817534-I
124817992	124817992-I
124817927	124817927-I
105843908	105843908-I
124817549	124817549-I
124817550	124817550-I
124817551	124817551-I
124817778	124817778-I
100205311	100205311-I
102464491	102464491-I
124817375	124817375-I
124817722	124817722-I
100198913	100198913-I
100199577	100199577-I
100210294	100210294-I
100206316	100206316-I
124817359	124817359-I
100204357	100204357-I
105844420	105844420-I
124817743	124817743-I
105845510	105845510-I
124817466	124817466-I
101238294	101238294-I
105848043	105848043-I
124817952	124817952-I
124817141	124817141-I
100202669	100202669-I
124817143	124817143-I
124817951	124817951-I
124817144	124817144-I
124817491	124817491-I
124817492	124817492-I
124817493	124817493-I
124817307	124817307-I
124817145	124817145-I
105847770	105847770-I
124817641	124817641-I
124817146	124817146-I
124817813	124817813-I
105846770	105846770-I
100203373	100203373-I
100203110	100203110-I
100210829	100210829-I
124817731	124817731-I
124817732	124817732-I
100204563	100204563-I
105848021	105848021-I
101238485	101238485-I
105843372	105843372-I
124817414	124817414-I
101234971	101234971-I
105847299	105847299-I
124817886	124817886-I
124817149	124817149-I
101236294	101236294-I
124817598	124817598-I
124817597	124817597-I
100208730	100208730-I
124817354	124817354-I
124817924	124817924-I
100202047	100202047-I
105845602	105845602-I
100213815	100213815-I
100210280	100210280-I
100207436	100207436-I
100211894	100211894-I
124817816	124817816-I
124817154	124817154-I
124817804	124817804-I
124817157	124817157-I
124817158	124817158-I
124817599	124817599-I
124817949	124817949-I
100199198	100199198-I
124817981	124817981-I
124817791	124817791-I
101235784	101235784-I
105847778	105847778-I
124817160	124817160-I
105843482	105843482-I
124817332	124817332-I
124817738	124817738-I
105848355	105848355-I
105848354	105848354-I
105843480	105843480-I
124817161	124817161-I
124817341	124817341-I
124817342	124817342-I
124817162	124817162-I
124817592	124817592-I
100212147	100212147-I
100199846	100199846-I
124817468	124817468-I
101241401	101241401-I
124818000	124818000-I
124817164	124817164-I
105844003	105844003-I
105843226	105843226-I
105849667	105849667-I
101240798	101240798-I
124817165	124817165-I
124817587	124817587-I
105847887	105847887-I
101238365	101238365-I
101237545	101237545-I
101239036	101239036-I
100202533	100202533-I
105843832	105843832-I
124817167	124817167-I
101240069	101240069-I
124817168	124817168-I
101240375	101240375-I
124817462	124817462-I
100205269	100205269-I
124817169	124817169-I
105847484	105847484-I
124817171	124817171-I
105848073	105848073-I
124817934	124817934-I
105847122	105847122-I
100199785	100199785-I
100208126	100208126-I
101238443	101238443-I
124817389	124817389-I
124817390	124817390-I
105845530	105845530-I
100208588	100208588-I
124817774	124817774-I
102466055	102466055-I
100213300	100213300-I
105845529	105845529-I
124805783	124805783-I
124817754	124817754-I
105848991	105848991-I
124818037	124818037-I
100198168	100198168-I
100202868	100202868-I
105851030	105851030-I
124817607	124817607-I
124818038	124818038-I
105844288	105844288-I
100200796	100200796-I
100206849	100206849-I
101236247	101236247-I
100203032	100203032-I
124817580	124817580-I
105848670	105848670-I
124817552	124817552-I
101237303	101237303-I
124817902	124817902-I
105848253	105848253-I
124817807	124817807-I
101239070	101239070-I
124817765	124817765-I
124817473	124817473-I
124817513	124817513-I
105849018	105849018-I
100213201	100213201-I
101240688	101240688-I
105847528	105847528-I
124817733	124817733-I
101241823	101241823-I
124817427	124817427-I
105844836	105844836-I
101235701	101235701-I
124817175	124817175-I
100212223	100212223-I
100212304	100212304-I
101236604	101236604-I
124817959	124817959-I
124817957	124817957-I
100198903	100198903-I
124817317	124817317-I
101234613	101234613-I
124817882	124817882-I
100208171	100208171-I
100207065	100207065-I
100215398	100215398-I
124817178	124817178-I
100212021	100212021-I
124817942	124817942-I
100197501	100197501-I
124817604	124817604-I
124817847	124817847-I
101236011	101236011-I
105846603	105846603-I
124817864	124817864-I
100210491	100210491-I
124817181	124817181-I
105849752	105849752-I
100205708	100205708-I
124817711	124817711-I
105843358	105843358-I
101235214	101235214-I
124817324	124817324-I
100211312	100211312-I
100211733	100211733-I
101235118	101235118-I
124817378	124817378-I
124817377	124817377-I
105843705	105843705-I
100192290	100192290-I
105843704	105843704-I
100214470	100214470-I
101241067	101241067-I
105843876	105843876-I
124817657	124817657-I
100202321	100202321-I
100197615	100197615-I
100213033	100213033-I
101234659	101234659-I
100211857	100211857-I
100211442	100211442-I
100203680	100203680-I
124817183	124817183-I
100215416	100215416-I
100208319	100208319-I
124817184	124817184-I
100198804	100198804-I
100204780	100204780-I
100214301	100214301-I
124817461	124817461-I
105846233	105846233-I
101234303	101234303-I
124817799	124817799-I
105848556	105848556-I
124817446	124817446-I
100204976	100204976-I
100207378	100207378-I
124817613	124817613-I
105847450	105847450-I
101241819	101241819-I
100203649	100203649-I
100200042	100200042-I
100215540	100215540-I
100198609	100198609-I
124817388	124817388-I
100211720	100211720-I
100203432	100203432-I
124817875	124817875-I
124817402	124817402-I
124817403	124817403-I
100207369	100207369-I
124817532	124817532-I
100203003	100203003-I
124817632	124817632-I
124818039	124818039-I
100207940	100207940-I
100204210	100204210-I
124817948	124817948-I
124817439	124817439-I
100198066	100198066-I
100197777	100197777-I
124817945	124817945-I
124817805	124817805-I
100210298	100210298-I
101237521	101237521-I
100201699	100201699-I
100209945	100209945-I
100206819	100206819-I
100215138	100215138-I
100201546	100201546-I
100206158	100206158-I
124817585	124817585-I
124817188	124817188-I
124817925	124817925-I
105844484	105844484-I
124817192	124817192-I
124817428	124817428-I
100198478	100198478-I
124817194	124817194-I
124818014	124818014-I
124817314	124817314-I
105845771	105845771-I
100204162	100204162-I
124817300	124817300-I
124818040	124818040-I
124818041	124818041-I
100206582	100206582-I
105850410	105850410-I
124817793	124817793-I
124817424	124817424-I
124817909	124817909-I
105849179	105849179-I
124817766	124817766-I
101236424	101236424-I
124817195	124817195-I
100212967	100212967-I
124817851	124817851-I
124817691	124817691-I
124817745	124817745-I
124817867	124817867-I
124817928	124817928-I
105844583	105844583-I
105844606	105844606-I
105844602	105844602-I
124817593	124817593-I
100203629	100203629-I
105847300	105847300-I
124817715	124817715-I
124817197	124817197-I
100209150	100209150-I
105848563	105848563-I
100206857	100206857-I
101235034	101235034-I
124817788	124817788-I
100197237	100197237-I
124818042	124818042-I
124817943	124817943-I
124818043	124818043-I
101235298	101235298-I
101234858	101234858-I
105846532	105846532-I
101235116	101235116-I
124817198	124817198-I
124817199	124817199-I
100201825	100201825-I
105846566	105846566-I
124817201	124817201-I
105848150	105848150-I
101237454	101237454-I
124817919	124817919-I
124817496	124817496-I
124817852	124817852-I
124817908	124817908-I
124817772	124817772-I
124817370	124817370-I
124817748	124817748-I
124817826	124817826-I
124817878	124817878-I
124817202	124817202-I
124817578	124817578-I
105849369	105849369-I
124817203	124817203-I
100213870	100213870-I
124817207	124817207-I
105845224	105845224-I
101240604	101240604-I
124817674	124817674-I
100215065	100215065-I
100204765	100204765-I
105850168	105850168-I
124817744	124817744-I
105845891	105845891-I
124817663	124817663-I
105847314	105847314-I
124817762	124817762-I
100208939	100208939-I
124817849	124817849-I
124817746	124817746-I
124817214	124817214-I
124817331	124817331-I
101241745	101241745-I
124817330	124817330-I
105848731	105848731-I
100211804	100211804-I
100215391	100215391-I
100210626	100210626-I
105843027	105843027-I
105846222	105846222-I
124817217	124817217-I
124817557	124817557-I
101237133	101237133-I
124817218	124817218-I
124817481	124817481-I
100205822	100205822-I
124817602	124817602-I
101235974	101235974-I
105848338	105848338-I
105845065	105845065-I
100204479	100204479-I
124817575	124817575-I
124817219	124817219-I
105844173	105844173-I
100204008	100204008-I
105846465	105846465-I
124817351	124817351-I
105846085	105846085-I
100199182	100199182-I
124817821	124817821-I
101238609	101238609-I
101239109	101239109-I
105850496	105850496-I
105845443	105845443-I
105845444	105845444-I
124817944	124817944-I
124817220	124817220-I
124817619	124817619-I
100203289	100203289-I
100204427	100204427-I
100206858	100206858-I
100207557	100207557-I
101236729	101236729-I
101236919	101236919-I
101237080	101237080-I
100213653	100213653-I
124817448	124817448-I
101241590	101241590-I
105848514	105848514-I
124817328	124817328-I
101235534	101235534-I
124817224	124817224-I
124817628	124817628-I
124817703	124817703-I
100213637	100213637-I
100204908	100204908-I
124817997	124817997-I
124817227	124817227-I
100198933	100198933-I
124805830	124805830-I
100212512	100212512-I
105850951	105850951-I
105850941	105850941-I
100211204	100211204-I
124817231	124817231-I
124817233	124817233-I
100206792	100206792-I
100205695	100205695-I
101234474	101234474-I
124817750	124817750-I
124817237	124817237-I
124817635	124817635-I
124817312	124817312-I
124817846	124817846-I
124817769	124817769-I
101236086	101236086-I
100197263	100197263-I
124817482	124817482-I
100201675	100201675-I
100201316	100201316-I
124817781	124817781-I
100215092	100215092-I
124817425	124817425-I
100337629	100337629-I
124817870	124817870-I
100214471	100214471-I
100214412	100214412-I
105846202	105846202-I
124817240	124817240-I
124817530	124817530-I
124817531	124817531-I
105848400	105848400-I
105845341	105845341-I
100198774	100198774-I
105846572	105846572-I
105844263	105844263-I
124817782	124817782-I
124817966	124817966-I
124817244	124817244-I
124817990	124817990-I
124817704	124817704-I
100206686	100206686-I
105843714	105843714-I
100200610	100200610-I
124817441	124817441-I
100213476	100213476-I
100203209	100203209-I
100206329	100206329-I
100214605	100214605-I
124818044	124818044-I
124817247	124817247-I
100200349	100200349-I
124817373	124817373-I
100215842	100215842-I
101239894	101239894-I
124817564	124817564-I
124817248	124817248-I
124817709	124817709-I
124817828	124817828-I
124817249	124817249-I
105849769	105849769-I
100208207	100208207-I
124817411	124817411-I
100213238	100213238-I
101236219	101236219-I
124817438	124817438-I
100210588	100210588-I
124817250	124817250-I
124817319	124817319-I
101237964	101237964-I
100199100	100199100-I
124817252	124817252-I
124817253	124817253-I
100215485	100215485-I
124817618	124817618-I
105847412	105847412-I
124817364	124817364-I
124817254	124817254-I
124817255	124817255-I
101235293	101235293-I
124817256	124817256-I
124817897	124817897-I
124817361	124817361-I
124817485	124817485-I
124817486	124817486-I
124817989	124817989-I
100210896	100210896-I
124818011	124818011-I
100206675	100206675-I
124817871	124817871-I
100212083	100212083-I
124817693	124817693-I
100207471	100207471-I
124817812	124817812-I
100202932	100202932-I
124817261	124817261-I
101236862	101236862-I
100208165	100208165-I
124817511	124817511-I
100208341	100208341-I
105845704	105845704-I
124817931	124817931-I
124817930	124817930-I
101238160	101238160-I
124818006	124818006-I
124817620	124817620-I
101237797	101237797-I
105845161	105845161-I
100203239	100203239-I
101240865	101240865-I
124817483	124817483-I
100203192	100203192-I
124818045	124818045-I
100206150	100206150-I
100203136	100203136-I
124818047	124818047-I
124818048	124818048-I
124818049	124818049-I
124817524	124817524-I
124817525	124817525-I
100211780	100211780-I
124818050	124818050-I
124817616	124817616-I
124817265	124817265-I
124817556	124817556-I
100203362	100203362-I
105846239	105846239-I
105845969	105845969-I
105845584	105845584-I
124817576	124817576-I
101236299	101236299-I
105848819	105848819-I
124817316	124817316-I
105845542	105845542-I
124817267	124817267-I
100209657	100209657-I
101241037	101241037-I
124818052	124818052-I
124817484	124817484-I
100207559	100207559-I
124817912	124817912-I
124817910	124817910-I
124817914	124817914-I
100203711	100203711-I
124817271	124817271-I
124818053	124818053-I
105844634	105844634-I
124817600	124817600-I
124818054	124818054-I
124817321	124817321-I
105846698	105846698-I
124817273	124817273-I
124817692	124817692-I
105848681	105848681-I
124817276	124817276-I
124818055	124818055-I
124817794	124817794-I
124817478	124817478-I
124818056	124818056-I
124818057	124818057-I
124817432	124817432-I
105844616	105844616-I
124818059	124818059-I
124817431	124817431-I
124817433	124817433-I
124818060	124818060-I
124818061	124818061-I
124818062	124818062-I
124817507	124817507-I
124817279	124817279-I
124818063	124818063-I
124817567	124817567-I
124817562	124817562-I
100202856	100202856-I
100197844	100197844-I
124817680	124817680-I
124817968	124817968-I
101239073	101239073-I
124817783	124817783-I
124817784	124817784-I
100202437	100202437-I
124817668	124817668-I
124817558	124817558-I
100200593	100200593-I
101241457	101241457-I
100212233	100212233-I
100200350	100200350-I
124817786	124817786-I
124818005	124818005-I
100205170	100205170-I
100207070	100207070-I
105844845	105844845-I
124817380	124817380-I
124817282	124817282-I
124817963	124817963-I
124817283	124817283-I
124817284	124817284-I
100197123	100197123-I
124817706	124817706-I
101236832	101236832-I
124817547	124817547-I
100215841	100215841-I
100202379	100202379-I
100207218	100207218-I
124817311	124817311-I
100214307	100214307-I
124817287	124817287-I
101236092	101236092-I
100214124	100214124-I
124817338	124817338-I
105844149	105844149-I
124817292	124817292-I
124817447	124817447-I
100211692	100211692-I
124817808	124817808-I
100197593	100197593-I
124817293	124817293-I
100213340	100213340-I
100197916	100197916-I
124817770	124817770-I
100207841	100207841-I
100199343	100199343-I
124817894	124817894-I
100210596	100210596-I
105849618	105849618-I
124817621	124817621-I
124817962	124817962-I
124817682	124817682-I
105850155	105850155-I
100197243	100197243-I
124817295	124817295-I
124817565	124817565-I
124817566	124817566-I
124817296	124817296-I
101235727	101235727-I
124817854	124817854-I
124817450	124817450-I
124817297	124817297-I
124817856	124817856-I
124817298	124817298-I
105848583	105848583-I
124818610	124818610-I
124818855	124818855-I
105847951	105847951-I
124818617	124818617-I
105848549	105848549-I
124818833	124818833-I
124818656	124818656-I
105847289	105847289-I
124818382	124818382-I
124818660	124818660-I
100200368	100200368-I
105849855	105849855-I
124818412	124818412-I
124818642	124818642-I
105844146	105844146-I
101240277	101240277-I
105848675	105848675-I
100213149	100213149-I
124818305	124818305-I
105850804	105850804-I
124818080	124818080-I
124818903	124818903-I
100213237	100213237-I
101235342	101235342-I
105849083	105849083-I
105845770	105845770-I
100205625	100205625-I
124818845	124818845-I
124818803	124818803-I
124818454	124818454-I
100200861	100200861-I
105846267	105846267-I
124818541	124818541-I
124818511	124818511-I
124818817	124818817-I
101240861	101240861-I
124818389	124818389-I
101239981	101239981-I
124818689	124818689-I
124818676	124818676-I
124818698	124818698-I
124818485	124818485-I
101240036	101240036-I
100209752	100209752-I
124818095	124818095-I
124818096	124818096-I
105846952	105846952-I
124818098	124818098-I
100211949	100211949-I
101235544	101235544-I
100208281	100208281-I
101236375	101236375-I
124818583	124818583-I
124818585	124818585-I
124818719	124818719-I
105847276	105847276-I
124818103	124818103-I
124818413	124818413-I
124818647	124818647-I
124818402	124818402-I
101241847	101241847-I
101241677	101241677-I
124818090	124818090-I
100212769	100212769-I
100208218	100208218-I
100210562	100210562-I
100211195	100211195-I
124818295	124818295-I
101236117	101236117-I
101237155	101237155-I
124818105	124818105-I
124818106	124818106-I
105844044	105844044-I
100202029	100202029-I
101235352	101235352-I
105844043	105844043-I
100207455	100207455-I
124818783	124818783-I
124818728	124818728-I
101236229	101236229-I
100206745	100206745-I
124818852	124818852-I
105845222	105845222-I
100197626	100197626-I
124818107	124818107-I
105849748	105849748-I
124818778	124818778-I
124818083	124818083-I
124818082	124818082-I
101238736	101238736-I
124818109	124818109-I
100202068	100202068-I
100200835	100200835-I
124818441	124818441-I
124818110	124818110-I
124818804	124818804-I
100212766	100212766-I
124818423	124818423-I
105845070	105845070-I
124818793	124818793-I
124818111	124818111-I
124818885	124818885-I
105847401	105847401-I
105843086	105843086-I
105847272	105847272-I
124818636	124818636-I
100204925	100204925-I
100212369	100212369-I
100205292	100205292-I
124818488	124818488-I
124818487	124818487-I
100208817	100208817-I
124818113	124818113-I
105850583	105850583-I
124818372	124818372-I
100210446	100210446-I
105846834	105846834-I
124818463	124818463-I
124818114	124818114-I
124818464	124818464-I
124818465	124818465-I
124818115	124818115-I
101238538	101238538-I
105843336	105843336-I
105847737	105847737-I
105847738	105847738-I
124818116	124818116-I
105843955	105843955-I
124818450	124818450-I
100200928	100200928-I
124818470	124818470-I
124818469	124818469-I
100213268	100213268-I
100202884	100202884-I
124818345	124818345-I
101236971	101236971-I
100203094	100203094-I
100206683	100206683-I
124818594	124818594-I
101236405	101236405-I
124818365	124818365-I
100207039	100207039-I
100203443	100203443-I
105843125	105843125-I
124818424	124818424-I
100205954	100205954-I
100208095	100208095-I
124818119	124818119-I
100207309	100207309-I
124818334	124818334-I
105844297	105844297-I
105848435	105848435-I
124818528	124818528-I
124818581	124818581-I
100208096	100208096-I
100204550	100204550-I
124818681	124818681-I
100207389	100207389-I
101236662	101236662-I
124818648	124818648-I
105849704	105849704-I
124818128	124818128-I
124818129	124818129-I
100215166	100215166-I
100211749	100211749-I
100205738	100205738-I
124818391	124818391-I
124818131	124818131-I
124818132	124818132-I
124818133	124818133-I
124818569	124818569-I
124818568	124818568-I
100201400	100201400-I
124818572	124818572-I
124818301	124818301-I
100209042	100209042-I
124818135	124818135-I
101237785	101237785-I
124818914	124818914-I
124818925	124818925-I
124818448	124818448-I
124818779	124818779-I
124818623	124818623-I
124818318	124818318-I
124818323	124818323-I
105845145	105845145-I
124818456	124818456-I
124818078	124818078-I
124818933	124818933-I
101235969	101235969-I
101239380	101239380-I
100203102	100203102-I
124818611	124818611-I
105850479	105850479-I
100209965	100209965-I
124818139	124818139-I
124818810	124818810-I
105843177	105843177-I
100197164	100197164-I
105843176	105843176-I
100213966	100213966-I
100215918	100215918-I
124818471	124818471-I
124818934	124818934-I
124818722	124818722-I
124818140	124818140-I
124818141	124818141-I
105850361	105850361-I
124818795	124818795-I
124818802	124818802-I
124818628	124818628-I
105850242	105850242-I
124818388	124818388-I
124818879	124818879-I
124818359	124818359-I
105846105	105846105-I
124818362	124818362-I
124818360	124818360-I
124818715	124818715-I
100198219	100198219-I
100211267	100211267-I
101237084	101237084-I
105848782	105848782-I
124818904	124818904-I
101234479	101234479-I
105848690	105848690-I
100197929	100197929-I
124818837	124818837-I
105844992	105844992-I
124818442	124818442-I
124818599	124818599-I
124818600	124818600-I
124818621	124818621-I
124818735	124818735-I
124818750	124818750-I
101241600	101241600-I
105845951	105845951-I
124818526	124818526-I
124818148	124818148-I
124818900	124818900-I
100206124	100206124-I
101239131	101239131-I
100199969	100199969-I
105848757	105848757-I
124818468	124818468-I
124818467	124818467-I
100212553	100212553-I
100197310	100197310-I
124818368	124818368-I
105849310	105849310-I
124818606	124818606-I
100203132	100203132-I
124818894	124818894-I
124818386	124818386-I
124818384	124818384-I
101234548	101234548-I
105846427	105846427-I
101239749	101239749-I
101234926	101234926-I
124818149	124818149-I
124818515	124818515-I
105845905	105845905-I
124818150	124818150-I
105845904	105845904-I
105847086	105847086-I
105848273	105848273-I
101241106	101241106-I
100210193	100210193-I
124818153	124818153-I
101238321	101238321-I
124818350	124818350-I
100206989	100206989-I
124818351	124818351-I
124818737	124818737-I
105843864	105843864-I
124818155	124818155-I
105843863	105843863-I
100201473	100201473-I
124818156	124818156-I
124818347	124818347-I
124818346	124818346-I
101236069	101236069-I
101235794	101235794-I
100212437	100212437-I
100201785	100201785-I
105847127	105847127-I
124818535	124818535-I
105845775	105845775-I
101235196	101235196-I
124818836	124818836-I
124818158	124818158-I
100208928	100208928-I
100201198	100201198-I
100197473	100197473-I
100201524	100201524-I
105845955	105845955-I
124818074	124818074-I
124818073	124818073-I
124818320	124818320-I
124818321	124818321-I
124818905	124818905-I
124818906	124818906-I
100198121	100198121-I
124818756	124818756-I
100212938	100212938-I
105845112	105845112-I
100205934	100205934-I
100202311	100202311-I
100198740	100198740-I
105845096	105845096-I
100214317	100214317-I
124818745	124818745-I
124818162	124818162-I
124818163	124818163-I
124818164	124818164-I
100214957	100214957-I
101239434	101239434-I
124818907	124818907-I
124818830	124818830-I
124818166	124818166-I
124818782	124818782-I
100199358	100199358-I
101239193	101239193-I
101234550	101234550-I
100197798	100197798-I
101234286	101234286-I
101241087	101241087-I
100215889	100215889-I
100203972	100203972-I
100207558	100207558-I
100211087	100211087-I
105843531	105843531-I
100198309	100198309-I
124818356	124818356-I
100206718	100206718-I
100201950	100201950-I
100215902	100215902-I
124818168	124818168-I
124818169	124818169-I
124818627	124818627-I
124818170	124818170-I
124818652	124818652-I
124818171	124818171-I
124818420	124818420-I
124818524	124818524-I
124818609	124818609-I
124805832	124805832-I
124818561	124818561-I
124818677	124818677-I
124818532	124818532-I
100206589	100206589-I
101241507	101241507-I
100213931	100213931-I
124818554	124818554-I
124818174	124818174-I
124818743	124818743-I
105847492	105847492-I
100214911	100214911-I
124818796	124818796-I
124818538	124818538-I
100207412	100207412-I
124818530	124818530-I
100209555	100209555-I
105847083	105847083-I
105849918	105849918-I
105848289	105848289-I
124818882	124818882-I
100210976	100210976-I
100200891	100200891-I
124818175	124818175-I
124818788	124818788-I
105844333	105844333-I
124818176	124818176-I
100206649	100206649-I
124818556	124818556-I
100202596	100202596-I
100204474	100204474-I
100202005	100202005-I
100215220	100215220-I
124818521	124818521-I
100210364	100210364-I
101240546	101240546-I
124818177	124818177-I
124818430	124818430-I
100211029	100211029-I
124818775	124818775-I
124818087	124818087-I
124818088	124818088-I
101235387	101235387-I
100214519	100214519-I
124818766	124818766-I
124818767	124818767-I
100203913	100203913-I
124818497	124818497-I
100200319	100200319-I
124818179	124818179-I
124818491	124818491-I
124818490	124818490-I
100200877	100200877-I
100215940	100215940-I
124818683	124818683-I
105846470	105846470-I
100198324	100198324-I
124818724	124818724-I
124818180	124818180-I
101241102	101241102-I
124818760	124818760-I
100213386	100213386-I
100214783	100214783-I
100202906	100202906-I
124818537	124818537-I
100199320	100199320-I
124818298	124818298-I
124818405	124818405-I
100210616	100210616-I
124818314	124818314-I
124818553	124818553-I
124818671	124818671-I
105849658	105849658-I
124818514	124818514-I
124818889	124818889-I
124818828	124818828-I
124818674	124818674-I
124818732	124818732-I
101235975	101235975-I
100210974	100210974-I
124818376	124818376-I
124818374	124818374-I
124818185	124818185-I
105844232	105844232-I
105846899	105846899-I
124818190	124818190-I
105844833	105844833-I
124818191	124818191-I
105844528	105844528-I
124818721	124818721-I
101240709	101240709-I
124818705	124818705-I
105843942	105843942-I
124818544	124818544-I
101236157	101236157-I
124818300	124818300-I
101234689	101234689-I
100199731	100199731-I
100212655	100212655-I
100203268	100203268-I
100210358	100210358-I
100203245	100203245-I
100203917	100203917-I
124818192	124818192-I
124818579	124818579-I
101234655	101234655-I
100199699	100199699-I
124818194	124818194-I
124818551	124818551-I
100201794	100201794-I
105845199	105845199-I
124818195	124818195-I
124818071	124818071-I
124818072	124818072-I
105849915	105849915-I
101234324	101234324-I
124818549	124818549-I
105848417	105848417-I
124818523	124818523-I
105848399	105848399-I
101241070	101241070-I
100202229	100202229-I
124818201	124818201-I
124818324	124818324-I
101235920	101235920-I
124818868	124818868-I
124818867	124818867-I
124818410	124818410-I
124818202	124818202-I
105844903	105844903-I
100199986	100199986-I
105845589	105845589-I
124818520	124818520-I
100203194	100203194-I
105850686	105850686-I
101235051	101235051-I
101234433	101234433-I
100199643	100199643-I
105843600	105843600-I
100197220	100197220-I
124818395	124818395-I
124818204	124818204-I
100200544	100200544-I
100199580	100199580-I
105844761	105844761-I
124818908	124818908-I
124818348	124818348-I
100206326	100206326-I
100212160	100212160-I
100205116	100205116-I
100199066	100199066-I
124818517	124818517-I
101236065	101236065-I
124805831	124805831-I
101235892	101235892-I
100199715	100199715-I
100215136	100215136-I
100207695	100207695-I
101237274	101237274-I
124818740	124818740-I
100209399	100209399-I
105846401	105846401-I
124818337	124818337-I
124818421	124818421-I
100197952	100197952-I
100199148	100199148-I
105843322	105843322-I
101238227	101238227-I
100215473	100215473-I
100199971	100199971-I
101235868	101235868-I
124818622	124818622-I
100198000	100198000-I
124818531	124818531-I
124818909	124818909-I
101235776	101235776-I
124818910	124818910-I
124818911	124818911-I
101235244	101235244-I
124818813	124818813-I
124818605	124818605-I
124818207	124818207-I
124818533	124818533-I
124818831	124818831-I
105844269	105844269-I
105844268	105844268-I
101236057	101236057-I
100207602	100207602-I
124818333	124818333-I
124818558	124818558-I
101239050	101239050-I
100199377	100199377-I
100210177	100210177-I
100206618	100206618-I
105843099	105843099-I
100215418	100215418-I
105843064	105843064-I
124818319	124818319-I
100203525	100203525-I
105845673	105845673-I
124818527	124818527-I
124818734	124818734-I
105846575	105846575-I
124818597	124818597-I
100203434	100203434-I
105846782	105846782-I
124818377	124818377-I
105850390	105850390-I
100197573	100197573-I
124818214	124818214-I
124818706	124818706-I
124818401	124818401-I
100197562	100197562-I
124818870	124818870-I
124818874	124818874-I
124818383	124818383-I
124818215	124818215-I
124818216	124818216-I
124818217	124818217-I
124818587	124818587-I
105846524	105846524-I
101236455	101236455-I
105849173	105849173-I
124818220	124818220-I
100215694	100215694-I
100197752	100197752-I
124818222	124818222-I
101235541	101235541-I
124818379	124818379-I
100213294	100213294-I
100203976	100203976-I
124818367	124818367-I
105843159	105843159-I
105847032	105847032-I
105847031	105847031-I
124818846	124818846-I
100208615	100208615-I
124818338	124818338-I
100214198	100214198-I
100208734	100208734-I
105847097	105847097-I
124818884	124818884-I
100198971	100198971-I
124818503	124818503-I
101237843	101237843-I
100212430	100212430-I
100197002	100197002-I
124818875	124818875-I
100200144	100200144-I
100205216	100205216-I
100198118	100198118-I
124818447	124818447-I
124818226	124818226-I
100201503	100201503-I
100209326	100209326-I
100200947	100200947-I
100205580	100205580-I
124818228	124818228-I
124818825	124818825-I
124818826	124818826-I
101237375	101237375-I
124818229	124818229-I
124818230	124818230-I
124818231	124818231-I
124818232	124818232-I
124818640	124818640-I
100214834	100214834-I
102464494	102464494-I
101235193	101235193-I
100206567	100206567-I
105850731	105850731-I
124818887	124818887-I
100204674	100204674-I
105848381	105848381-I
124818233	124818233-I
124818493	124818493-I
100199174	100199174-I
124818592	124818592-I
105847735	105847735-I
124818545	124818545-I
124818414	124818414-I
101239318	101239318-I
100207674	100207674-I
105843840	105843840-I
