spliced	intron
105843210	105843210-I
100207001	100207001-I
100204573	100204573-I
124808924	124808924-I
100211643	100211643-I
100209370	100209370-I
100199623	100199623-I
124808925	124808925-I
105844627	105844627-I
100212846	100212846-I
124808704	124808704-I
124808928	124808928-I
101240152	101240152-I
124808929	124808929-I
124808506	124808506-I
101241184	101241184-I
101241801	101241801-I
124808509	124808509-I
105849149	105849149-I
124808930	124808930-I
124808510	124808510-I
105847815	105847815-I
100207347	100207347-I
100203759	100203759-I
100198022	100198022-I
124808931	124808931-I
100201683	100201683-I
101237675	101237675-I
124808935	124808935-I
124808707	124808707-I
124808938	124808938-I
124808939	124808939-I
100213602	100213602-I
100211097	100211097-I
124808515	124808515-I
105846079	105846079-I
124808941	124808941-I
124808942	124808942-I
101237579	101237579-I
101237161	101237161-I
124808943	124808943-I
101237452	101237452-I
100199885	100199885-I
100207234	100207234-I
124808948	124808948-I
100213524	100213524-I
124808516	124808516-I
124808712	124808712-I
100205877	100205877-I
100192259	100192259-I
100199927	100199927-I
124808519	124808519-I
124808713	124808713-I
101240727	101240727-I
124808714	124808714-I
124808520	124808520-I
124808951	124808951-I
100213219	100213219-I
124808521	124808521-I
124808953	124808953-I
100203734	100203734-I
101241125	101241125-I
100206886	100206886-I
100215165	100215165-I
101237889	101237889-I
124808715	124808715-I
105846523	105846523-I
124808956	124808956-I
105849804	105849804-I
124808523	124808523-I
124808524	124808524-I
100213381	100213381-I
124808525	124808525-I
124808526	124808526-I
100201246	100201246-I
101238155	101238155-I
100210743	100210743-I
100211996	100211996-I
124808528	124808528-I
124808961	124808961-I
105843687	105843687-I
102464347	102464347-I
100209826	100209826-I
101237979	101237979-I
101235194	101235194-I
124808529	124808529-I
124808966	124808966-I
124808719	124808719-I
101236463	101236463-I
124808968	124808968-I
124808967	124808967-I
105843891	105843891-I
124808721	124808721-I
105849020	105849020-I
105849232	105849232-I
124808969	124808969-I
105843718	105843718-I
124808722	124808722-I
100215025	100215025-I
105843717	105843717-I
100208529	100208529-I
100197669	100197669-I
101235371	101235371-I
124808971	124808971-I
124808723	124808723-I
124808725	124808725-I
105848831	105848831-I
124808536	124808536-I
124808974	124808974-I
124808978	124808978-I
100199523	100199523-I
105844457	105844457-I
124808727	124808727-I
124808537	124808537-I
124808728	124808728-I
124808729	124808729-I
124808539	124808539-I
124808540	124808540-I
100212606	100212606-I
100209117	100209117-I
101241352	101241352-I
124808541	124808541-I
100198375	100198375-I
105847324	105847324-I
124808547	124808547-I
105845207	105845207-I
100201751	100201751-I
101234739	101234739-I
100211297	100211297-I
124808731	124808731-I
100208454	100208454-I
124808987	124808987-I
105846991	105846991-I
124808990	124808990-I
100198707	100198707-I
101240408	101240408-I
124808732	124808732-I
124808991	124808991-I
100207827	100207827-I
124808550	124808550-I
105850868	105850868-I
100206243	100206243-I
100199042	100199042-I
124808733	124808733-I
124808994	124808994-I
124808996	124808996-I
124808736	124808736-I
124808737	124808737-I
105845298	105845298-I
124808998	124808998-I
124808551	124808551-I
124808999	124808999-I
105848601	105848601-I
124808738	124808738-I
124808739	124808739-I
100211258	100211258-I
100213595	100213595-I
124809000	124809000-I
101236319	101236319-I
124808740	124808740-I
101237246	101237246-I
105845533	105845533-I
105845532	105845532-I
124809006	124809006-I
124809007	124809007-I
101238541	101238541-I
100207938	100207938-I
124809010	124809010-I
124809009	124809009-I
124809012	124809012-I
124809304	124809304-I
105843494	105843494-I
100206861	100206861-I
100206206	100206206-I
124809014	124809014-I
124809305	124809305-I
105845254	105845254-I
105845253	105845253-I
124809016	124809016-I
100192247	100192247-I
100202870	100202870-I
124809017	124809017-I
100197802	100197802-I
124809018	124809018-I
101239095	101239095-I
100202735	100202735-I
105843202	105843202-I
100212840	100212840-I
124809019	124809019-I
124808556	124808556-I
100200518	100200518-I
100200845	100200845-I
100204468	100204468-I
100200802	100200802-I
101241613	101241613-I
100197598	100197598-I
100214311	100214311-I
100203317	100203317-I
100198507	100198507-I
124808558	124808558-I
100211878	100211878-I
100206817	100206817-I
100197092	100197092-I
124808559	124808559-I
124808560	124808560-I
101236587	101236587-I
124809024	124809024-I
101239454	101239454-I
124809026	124809026-I
124808561	124808561-I
100207098	100207098-I
100210059	100210059-I
124808743	124808743-I
124809032	124809032-I
124809033	124809033-I
100204530	100204530-I
124809034	124809034-I
100210053	100210053-I
124809035	124809035-I
124808745	124808745-I
100208433	100208433-I
124808747	124808747-I
100201266	100201266-I
124809038	124809038-I
100215612	100215612-I
100209923	100209923-I
101236489	101236489-I
100207629	100207629-I
100211162	100211162-I
101235466	101235466-I
124808563	124808563-I
124809040	124809040-I
124808748	124808748-I
100214282	100214282-I
124809042	124809042-I
100202353	100202353-I
100203115	100203115-I
100209036	100209036-I
124809044	124809044-I
124808564	124808564-I
100205523	100205523-I
101235941	101235941-I
124809045	124809045-I
100209741	100209741-I
100215292	100215292-I
124808749	124808749-I
100203392	100203392-I
124808566	124808566-I
124809296	124809296-I
100198226	100198226-I
100205434	100205434-I
105850757	105850757-I
100209158	100209158-I
124809053	124809053-I
100199111	100199111-I
101235988	101235988-I
100198742	100198742-I
105844171	105844171-I
100205992	100205992-I
100209541	100209541-I
100214022	100214022-I
124809058	124809058-I
101237350	101237350-I
100208892	100208892-I
100207670	100207670-I
100211313	100211313-I
100209188	100209188-I
105843442	105843442-I
100210049	100210049-I
100200537	100200537-I
124809060	124809060-I
105850525	105850525-I
124808753	124808753-I
124808570	124808570-I
100212139	100212139-I
124808571	124808571-I
124809064	124809064-I
100201937	100201937-I
100206550	100206550-I
124809065	124809065-I
124808754	124808754-I
101238524	101238524-I
100201757	100201757-I
124809068	124809068-I
124809067	124809067-I
105847178	105847178-I
100202227	100202227-I
124808574	124808574-I
124809072	124809072-I
124809073	124809073-I
105844653	105844653-I
100214453	100214453-I
124809075	124809075-I
100214541	100214541-I
100210977	100210977-I
101236208	101236208-I
105847661	105847661-I
124808575	124808575-I
124808755	124808755-I
124808756	124808756-I
100215789	100215789-I
101238339	101238339-I
124808759	124808759-I
101240893	101240893-I
105847363	105847363-I
124808760	124808760-I
124809078	124809078-I
124809081	124809081-I
124809082	124809082-I
100205422	100205422-I
100211263	100211263-I
124809300	124809300-I
124809084	124809084-I
105847440	105847440-I
124808576	124808576-I
124809086	124809086-I
100201456	100201456-I
124809090	124809090-I
124809089	124809089-I
124809087	124809087-I
124809088	124809088-I
124808577	124808577-I
124809092	124809092-I
124809091	124809091-I
124809093	124809093-I
100206938	100206938-I
124809095	124809095-I
105847172	105847172-I
105843707	105843707-I
124809096	124809096-I
100208157	100208157-I
105848200	105848200-I
124809099	124809099-I
124809101	124809101-I
124809103	124809103-I
124809102	124809102-I
101235657	101235657-I
124809104	124809104-I
100207843	100207843-I
124809105	124809105-I
124809106	124809106-I
101235455	101235455-I
105843776	105843776-I
124809108	124809108-I
124809109	124809109-I
100205698	100205698-I
100206869	100206869-I
124808578	124808578-I
101238042	101238042-I
100203505	100203505-I
101238140	101238140-I
105844004	105844004-I
101238484	101238484-I
100201710	100201710-I
124808762	124808762-I
124808763	124808763-I
124808764	124808764-I
100209699	100209699-I
124809113	124809113-I
100211957	100211957-I
124808767	124808767-I
100200141	100200141-I
100197502	100197502-I
100192283	100192283-I
105843462	105843462-I
105849015	105849015-I
124809117	124809117-I
100211091	100211091-I
100214452	100214452-I
105845165	105845165-I
124809118	124809118-I
100208353	100208353-I
124808579	124808579-I
124809119	124809119-I
105847720	105847720-I
124808581	124808581-I
100209597	100209597-I
124809120	124809120-I
105845344	105845344-I
105845236	105845236-I
124809122	124809122-I
124808768	124808768-I
101238741	101238741-I
105844376	105844376-I
100209549	100209549-I
124808769	124808769-I
124809123	124809123-I
124808584	124808584-I
105849008	105849008-I
100197030	100197030-I
105843117	105843117-I
105843116	105843116-I
124808586	124808586-I
100198489	100198489-I
100213985	100213985-I
100200095	100200095-I
124809126	124809126-I
105846228	105846228-I
124809127	124809127-I
101234803	101234803-I
100215212	100215212-I
100199723	100199723-I
124809128	124809128-I
100213654	100213654-I
124809130	124809130-I
100200897	100200897-I
100214080	100214080-I
124809132	124809132-I
124809134	124809134-I
124809135	124809135-I
100210442	100210442-I
100202087	100202087-I
101236584	101236584-I
101236390	101236390-I
105849536	105849536-I
101235848	101235848-I
124809137	124809137-I
100208988	100208988-I
100205480	100205480-I
105845490	105845490-I
124808587	124808587-I
100204836	100204836-I
124808773	124808773-I
100199865	100199865-I
100201645	100201645-I
100197975	100197975-I
100206143	100206143-I
124809143	124809143-I
100202567	100202567-I
124809142	124809142-I
100206191	100206191-I
100215626	100215626-I
101234821	101234821-I
100200825	100200825-I
100212697	100212697-I
105844443	105844443-I
124808774	124808774-I
124808775	124808775-I
105846412	105846412-I
101236109	101236109-I
100199504	100199504-I
100203101	100203101-I
124809145	124809145-I
100198974	100198974-I
100201389	100201389-I
100215801	100215801-I
124809147	124809147-I
124808777	124808777-I
100213016	100213016-I
101238379	101238379-I
100204356	100204356-I
100209136	100209136-I
100205621	100205621-I
124809148	124809148-I
124809149	124809149-I
100213725	100213725-I
100210985	100210985-I
101235431	101235431-I
100211888	100211888-I
100204131	100204131-I
124809153	124809153-I
101241569	101241569-I
105847352	105847352-I
100210504	100210504-I
100203950	100203950-I
124809156	124809156-I
100198392	100198392-I
100203301	100203301-I
101241686	101241686-I
101241767	101241767-I
100202934	100202934-I
100199348	100199348-I
124808591	124808591-I
124809157	124809157-I
100198867	100198867-I
124808778	124808778-I
124808592	124808592-I
101235706	101235706-I
100202633	100202633-I
124808593	124808593-I
101235899	101235899-I
124808780	124808780-I
124808781	124808781-I
124808783	124808783-I
124809162	124809162-I
124808784	124808784-I
124808785	124808785-I
100209732	100209732-I
101234859	101234859-I
101234955	101234955-I
100202819	100202819-I
100206423	100206423-I
124809164	124809164-I
100206602	100206602-I
100201429	100201429-I
124808789	124808789-I
124808600	124808600-I
100202721	100202721-I
105850937	105850937-I
100213924	100213924-I
101241790	101241790-I
105848775	105848775-I
101239314	101239314-I
100213989	100213989-I
100212700	100212700-I
124809168	124809168-I
124809167	124809167-I
124809169	124809169-I
100201949	100201949-I
124809171	124809171-I
124809172	124809172-I
100206506	100206506-I
101239621	101239621-I
124809173	124809173-I
100199336	100199336-I
100207967	100207967-I
101241727	101241727-I
100200426	100200426-I
101241551	101241551-I
101241796	101241796-I
124808790	124808790-I
124809176	124809176-I
124808791	124808791-I
124809183	124809183-I
105848560	105848560-I
124809184	124809184-I
124805800	124805800-I
101239089	101239089-I
100213437	100213437-I
101237115	101237115-I
101237471	101237471-I
124808792	124808792-I
124809306	124809306-I
100206386	100206386-I
105843580	105843580-I
124809297	124809297-I
100199051	100199051-I
100206035	100206035-I
124809189	124809189-I
105845319	105845319-I
100200271	100200271-I
100197054	100197054-I
100209531	100209531-I
124809190	124809190-I
100209165	100209165-I
101238068	101238068-I
101241313	101241313-I
100197590	100197590-I
101241048	101241048-I
100213619	100213619-I
124808795	124808795-I
100210081	100210081-I
124808796	124808796-I
124809195	124809195-I
105847080	105847080-I
100211039	100211039-I
100203916	100203916-I
105847952	105847952-I
101236217	101236217-I
124808604	124808604-I
101237623	101237623-I
101240886	101240886-I
100202944	100202944-I
100206533	100206533-I
124809203	124809203-I
124809204	124809204-I
124809205	124809205-I
100202639	100202639-I
100214495	100214495-I
105845260	105845260-I
124809208	124809208-I
105845410	105845410-I
124805801	124805801-I
100199386	100199386-I
100215049	100215049-I
124809213	124809213-I
100212287	100212287-I
105850301	105850301-I
100201622	100201622-I
100209980	100209980-I
124808798	124808798-I
124808606	124808606-I
100203367	100203367-I
124809215	124809215-I
124809216	124809216-I
101238527	101238527-I
124808800	124808800-I
124808801	124808801-I
100197141	100197141-I
124809217	124809217-I
105847679	105847679-I
101240561	101240561-I
101235661	101235661-I
124809224	124809224-I
100198539	100198539-I
124808607	124808607-I
101235368	101235368-I
124808609	124808609-I
105845379	105845379-I
100214123	100214123-I
105843423	105843423-I
124809230	124809230-I
100200767	100200767-I
100201909	100201909-I
100198347	100198347-I
101238395	101238395-I
100199550	100199550-I
100215837	100215837-I
101236224	101236224-I
100202873	100202873-I
124809233	124809233-I
124809234	124809234-I
101236602	101236602-I
100200347	100200347-I
100213208	100213208-I
105846813	105846813-I
105846091	105846091-I
100202492	100202492-I
101234892	101234892-I
100206126	100206126-I
100198077	100198077-I
100207676	100207676-I
101238021	101238021-I
124809239	124809239-I
101238171	101238171-I
101238076	101238076-I
124808612	124808612-I
124808613	124808613-I
100207449	100207449-I
124808809	124808809-I
100210778	100210778-I
100206074	100206074-I
100209744	100209744-I
100213224	100213224-I
105848324	105848324-I
105850398	105850398-I
124808811	124808811-I
100212683	100212683-I
124809244	124809244-I
105847292	105847292-I
100202365	100202365-I
105850076	105850076-I
124809251	124809251-I
124809252	124809252-I
124809253	124809253-I
100198115	100198115-I
105847823	105847823-I
105843611	105843611-I
105850835	105850835-I
124809257	124809257-I
124809258	124809258-I
100207149	100207149-I
100210278	100210278-I
105848859	105848859-I
100203143	100203143-I
100199543	100199543-I
124809307	124809307-I
124809265	124809265-I
124808616	124808616-I
124808818	124808818-I
124808617	124808617-I
100201789	100201789-I
105845189	105845189-I
124808618	124808618-I
105849786	105849786-I
105849187	105849187-I
124809308	124809308-I
105844565	105844565-I
124809270	124809270-I
124809269	124809269-I
100197594	100197594-I
100200488	100200488-I
100212397	100212397-I
101239233	101239233-I
124809273	124809273-I
100215021	100215021-I
100209048	100209048-I
101240344	101240344-I
100212221	100212221-I
124808619	124808619-I
105843235	105843235-I
100205457	100205457-I
124808822	124808822-I
124808823	124808823-I
105843325	105843325-I
105843324	105843324-I
100212925	100212925-I
124809275	124809275-I
100205960	100205960-I
105848180	105848180-I
100213581	100213581-I
100201449	100201449-I
124809277	124809277-I
105848503	105848503-I
124809279	124809279-I
101236641	101236641-I
124808622	124808622-I
100197445	100197445-I
124808824	124808824-I
100209632	100209632-I
100199207	100199207-I
105847407	105847407-I
101235134	101235134-I
124809282	124809282-I
101241558	101241558-I
105843081	105843081-I
124808825	124808825-I
124808826	124808826-I
124808624	124808624-I
124808827	124808827-I
100205494	100205494-I
100201845	100201845-I
100207942	100207942-I
101238202	101238202-I
124809284	124809284-I
105845848	105845848-I
124809286	124809286-I
100212674	100212674-I
105845839	105845839-I
105845854	105845854-I
100206891	100206891-I
101234311	101234311-I
124808828	124808828-I
124809289	124809289-I
101236159	101236159-I
124808625	124808625-I
100212580	100212580-I
101235787	101235787-I
124808627	124808627-I
100198773	100198773-I
124809291	124809291-I
124808829	124808829-I
100213140	100213140-I
124808628	124808628-I
124808830	124808830-I
100211800	100211800-I
124808365	124808365-I
100202908	100202908-I
124808366	124808366-I
124808367	124808367-I
124808629	124808629-I
124808630	124808630-I
100212424	100212424-I
100207422	100207422-I
124808371	124808371-I
124808632	124808632-I
124808833	124808833-I
100200908	100200908-I
100208875	100208875-I
124808633	124808633-I
124808375	124808375-I
124808376	124808376-I
105844152	105844152-I
105845947	105845947-I
124808381	124808381-I
100212248	100212248-I
100215844	100215844-I
105847954	105847954-I
105847063	105847063-I
100207796	100207796-I
124809309	124809309-I
124808384	124808384-I
100208807	100208807-I
101238626	101238626-I
100213391	100213391-I
105846103	105846103-I
105846088	105846088-I
105846111	105846111-I
100209836	100209836-I
100214595	100214595-I
100212261	100212261-I
101239168	101239168-I
124808636	124808636-I
100211682	100211682-I
100197441	100197441-I
124808387	124808387-I
105847225	105847225-I
124808640	124808640-I
124808836	124808836-I
124808388	124808388-I
124808389	124808389-I
105849920	105849920-I
124808838	124808838-I
124808390	124808390-I
100212092	100212092-I
105850538	105850538-I
101238043	101238043-I
100201078	100201078-I
100201995	100201995-I
124808396	124808396-I
101238102	101238102-I
101240529	101240529-I
100214111	100214111-I
124808398	124808398-I
124808399	124808399-I
100201213	100201213-I
105845501	105845501-I
101239603	101239603-I
124808402	124808402-I
105847259	105847259-I
100206955	100206955-I
100201384	100201384-I
100208999	100208999-I
100210706	100210706-I
105848063	105848063-I
124808404	124808404-I
100204624	100204624-I
105847191	105847191-I
124808406	124808406-I
105846248	105846248-I
100206774	100206774-I
124808408	124808408-I
105847673	105847673-I
105846404	105846404-I
124808411	124808411-I
124808413	124808413-I
124808410	124808410-I
124808412	124808412-I
100192453	100192453-I
100201609	100201609-I
100207132	100207132-I
124808653	124808653-I
105844303	105844303-I
100199281	100199281-I
101235208	101235208-I
124808840	124808840-I
100205286	100205286-I
124808842	124808842-I
124808418	124808418-I
100206474	100206474-I
101235949	101235949-I
124808420	124808420-I
124808843	124808843-I
124808421	124808421-I
124808844	124808844-I
105843474	105843474-I
124808654	124808654-I
124808845	124808845-I
124808846	124808846-I
100214826	100214826-I
101241846	101241846-I
105843884	105843884-I
101241124	101241124-I
101237035	101237035-I
100215190	100215190-I
124808426	124808426-I
101236444	101236444-I
100204011	100204011-I
124808657	124808657-I
124808431	124808431-I
124808849	124808849-I
105846073	105846073-I
124808659	124808659-I
105849258	105849258-I
124808432	124808432-I
124808850	124808850-I
100198930	100198930-I
124808436	124808436-I
124808439	124808439-I
124808440	124808440-I
124808437	124808437-I
100205451	100205451-I
100198345	100198345-I
100213811	100213811-I
124808443	124808443-I
124808444	124808444-I
100207321	100207321-I
105846371	105846371-I
124808445	124808445-I
124808446	124808446-I
105847829	105847829-I
124808448	124808448-I
100211742	100211742-I
105844648	105844648-I
100208581	100208581-I
105843820	105843820-I
124808662	124808662-I
124808451	124808451-I
124808852	124808852-I
124808454	124808454-I
124808452	124808452-I
100202553	100202553-I
105845369	105845369-I
124808853	124808853-I
105848242	105848242-I
124808854	124808854-I
124808665	124808665-I
124808456	124808456-I
100211250	100211250-I
124808458	124808458-I
105849506	105849506-I
100214855	100214855-I
124805799	124805799-I
101236864	101236864-I
124808855	124808855-I
124808667	124808667-I
101237992	101237992-I
101238090	101238090-I
105846138	105846138-I
100208516	100208516-I
105847250	105847250-I
124808462	124808462-I
124808859	124808859-I
105845818	105845818-I
100204362	100204362-I
105843709	105843709-I
100198272	100198272-I
105846321	105846321-I
124808860	124808860-I
124808464	124808464-I
101234768	101234768-I
100205644	100205644-I
124808467	124808467-I
101234899	101234899-I
124808671	124808671-I
105846723	105846723-I
124808672	124808672-I
124808862	124808862-I
124808469	124808469-I
124808470	124808470-I
105846632	105846632-I
124809592	124809592-I
124809881	124809881-I
100210807	100210807-I
124809884	124809884-I
124809882	124809882-I
124809594	124809594-I
124809887	124809887-I
101240932	101240932-I
124809890	124809890-I
124809889	124809889-I
124810638	124810638-I
124809595	124809595-I
124809891	124809891-I
101236723	101236723-I
100202549	100202549-I
100213184	100213184-I
100197767	100197767-I
101235483	101235483-I
100203123	100203123-I
105845315	105845315-I
124809597	124809597-I
100207178	100207178-I
101239444	101239444-I
124809896	124809896-I
105850825	105850825-I
105843537	105843537-I
105843535	105843535-I
101240976	101240976-I
100213681	100213681-I
100207504	100207504-I
124809315	124809315-I
105848187	105848187-I
105849795	105849795-I
100211198	100211198-I
100211449	100211449-I
105845092	105845092-I
105843546	105843546-I
105847425	105847425-I
105845232	105845232-I
105847714	105847714-I
105848577	105848577-I
124809598	124809598-I
124809600	124809600-I
124809601	124809601-I
124809602	124809602-I
101239357	101239357-I
105846050	105846050-I
124809317	124809317-I
100204034	100204034-I
124809319	124809319-I
124809321	124809321-I
100208827	100208827-I
105844209	105844209-I
124809911	124809911-I
124809322	124809322-I
105843187	105843187-I
124809606	124809606-I
124809916	124809916-I
100205976	100205976-I
101235643	101235643-I
101235736	101235736-I
100202729	100202729-I
101234710	101234710-I
101234552	101234552-I
105843094	105843094-I
124809918	124809918-I
100203720	100203720-I
100203107	100203107-I
100199511	100199511-I
101236863	101236863-I
100213694	100213694-I
100210163	100210163-I
100199445	100199445-I
124809921	124809921-I
100198228	100198228-I
101234394	101234394-I
124809327	124809327-I
124809922	124809922-I
105843659	105843659-I
124809923	124809923-I
124809925	124809925-I
124809924	124809924-I
124809330	124809330-I
124809611	124809611-I
124809926	124809926-I
101241114	101241114-I
101240820	101240820-I
105848051	105848051-I
124809333	124809333-I
105846364	105846364-I
100205365	100205365-I
124809931	124809931-I
100211951	100211951-I
124810679	124810679-I
105847909	105847909-I
101236144	101236144-I
124809933	124809933-I
124809932	124809932-I
105846765	105846765-I
101236174	101236174-I
101236323	101236323-I
100207147	100207147-I
124809935	124809935-I
100197595	100197595-I
101237890	101237890-I
124809939	124809939-I
124809937	124809937-I
124809938	124809938-I
124809339	124809339-I
100203778	100203778-I
105848571	105848571-I
124809340	124809340-I
100206743	100206743-I
100197007	100197007-I
124809342	124809342-I
124809343	124809343-I
105847257	105847257-I
124809344	124809344-I
105845340	105845340-I
100213604	100213604-I
100208936	100208936-I
100204984	100204984-I
100211630	100211630-I
100205987	100205987-I
124809946	124809946-I
100211712	100211712-I
100215322	100215322-I
100199826	100199826-I
105843128	105843128-I
105846281	105846281-I
100205840	100205840-I
124809949	124809949-I
100198420	100198420-I
124809951	124809951-I
105843748	105843748-I
124809345	124809345-I
124809616	124809616-I
124809954	124809954-I
100201985	100201985-I
105850904	105850904-I
105850905	105850905-I
124809956	124809956-I
100210741	100210741-I
100200878	100200878-I
101240653	101240653-I
124809349	124809349-I
124809619	124809619-I
124809959	124809959-I
124809958	124809958-I
124809960	124809960-I
101237458	101237458-I
124809961	124809961-I
124809350	124809350-I
124809351	124809351-I
124809352	124809352-I
105843610	105843610-I
124809622	124809622-I
124809623	124809623-I
124809962	124809962-I
101238716	101238716-I
105850092	105850092-I
124809966	124809966-I
124809965	124809965-I
124809964	124809964-I
101238701	101238701-I
105847800	105847800-I
101238408	101238408-I
124809967	124809967-I
124809353	124809353-I
100200621	100200621-I
105844819	105844819-I
124809969	124809969-I
101241780	101241780-I
100201342	100201342-I
100204971	100204971-I
100201979	100201979-I
101236372	101236372-I
124809355	124809355-I
124809356	124809356-I
124809970	124809970-I
124810646	124810646-I
101238668	101238668-I
124810673	124810673-I
124810659	124810659-I
124809627	124809627-I
124810655	124810655-I
124810649	124810649-I
124809972	124809972-I
124809629	124809629-I
124809631	124809631-I
124809357	124809357-I
124809975	124809975-I
105848992	105848992-I
105850714	105850714-I
124810696	124810696-I
100214065	100214065-I
101239844	101239844-I
124809977	124809977-I
124809978	124809978-I
124809979	124809979-I
105848531	105848531-I
124809983	124809983-I
124809982	124809982-I
124809360	124809360-I
105846048	105846048-I
124809984	124809984-I
124809986	124809986-I
100199763	100199763-I
124809988	124809988-I
124809990	124809990-I
124809362	124809362-I
124809991	124809991-I
124809633	124809633-I
105847859	105847859-I
124809994	124809994-I
124809996	124809996-I
100203328	100203328-I
100198013	100198013-I
124809997	124809997-I
124810708	124810708-I
124809364	124809364-I
124809365	124809365-I
124810719	124810719-I
124810730	124810730-I
124809998	124809998-I
105850212	105850212-I
100198792	100198792-I
124810685	124810685-I
124809999	124809999-I
100206772	100206772-I
124810686	124810686-I
124810000	124810000-I
124809635	124809635-I
100207902	100207902-I
100199519	100199519-I
100203112	100203112-I
124809636	124809636-I
124809366	124809366-I
124810002	124810002-I
124809367	124809367-I
100201873	100201873-I
100205521	100205521-I
100213721	100213721-I
124810003	124810003-I
124809637	124809637-I
124810004	124810004-I
124809371	124809371-I
124809372	124809372-I
124809639	124809639-I
124809641	124809641-I
105848303	105848303-I
124810007	124810007-I
124810009	124810009-I
105849989	105849989-I
105849988	105849988-I
124809643	124809643-I
124810011	124810011-I
124809645	124809645-I
105850829	105850829-I
124809377	124809377-I
124810012	124810012-I
124809647	124809647-I
124809380	124809380-I
124809648	124809648-I
124810013	124810013-I
124809381	124809381-I
124809650	124809650-I
124809383	124809383-I
100215040	100215040-I
100208283	100208283-I
100204741	100204741-I
105846897	105846897-I
124809385	124809385-I
101238752	101238752-I
105846542	105846542-I
124810018	124810018-I
124810019	124810019-I
124810020	124810020-I
124810022	124810022-I
105843965	105843965-I
105850108	105850108-I
100210160	100210160-I
105848104	105848104-I
124809655	124809655-I
124810026	124810026-I
100204272	100204272-I
100214610	100214610-I
124810027	124810027-I
101237120	101237120-I
124809656	124809656-I
100197984	100197984-I
124810028	124810028-I
124810030	124810030-I
105848551	105848551-I
105845390	105845390-I
101238895	101238895-I
124809389	124809389-I
105844444	105844444-I
100209202	100209202-I
105848950	105848950-I
124810687	124810687-I
124810688	124810688-I
124810689	124810689-I
100209250	100209250-I
100214033	100214033-I
124810036	124810036-I
100214039	100214039-I
124809659	124809659-I
124809391	124809391-I
124810691	124810691-I
124810038	124810038-I
124810692	124810692-I
100199001	100199001-I
124809661	124809661-I
100201698	100201698-I
100205319	100205319-I
100210600	100210600-I
100208600	100208600-I
100208510	100208510-I
100204347	100204347-I
124810042	124810042-I
124810041	124810041-I
124810046	124810046-I
105844872	105844872-I
100213305	100213305-I
124810047	124810047-I
100203833	100203833-I
124810060	124810060-I
124810053	124810053-I
124810054	124810054-I
124810052	124810052-I
124810055	124810055-I
124810051	124810051-I
124810062	124810062-I
124809392	124809392-I
101237218	101237218-I
124810064	124810064-I
100197163	100197163-I
101238930	101238930-I
124810065	124810065-I
124810068	124810068-I
124809395	124809395-I
124809665	124809665-I
124810075	124810075-I
100205498	100205498-I
105845505	105845505-I
124810076	124810076-I
124810077	124810077-I
124809397	124809397-I
101237885	101237885-I
124810080	124810080-I
100215666	100215666-I
124810693	124810693-I
101237981	101237981-I
100212500	100212500-I
100200184	100200184-I
100208593	100208593-I
101241715	101241715-I
124809666	124809666-I
124810081	124810081-I
100209605	100209605-I
124810082	124810082-I
124810092	124810092-I
124810089	124810089-I
124810084	124810084-I
124810091	124810091-I
124810090	124810090-I
124810083	124810083-I
100203584	100203584-I
101235712	101235712-I
124809668	124809668-I
101236313	101236313-I
124809670	124809670-I
124809400	124809400-I
124809402	124809402-I
124810647	124810647-I
124809403	124809403-I
124809404	124809404-I
124809405	124809405-I
124809672	124809672-I
100207684	100207684-I
101241404	101241404-I
100211221	100211221-I
100205556	100205556-I
100212150	100212150-I
100200753	100200753-I
100200768	100200768-I
100204364	100204364-I
124809406	124809406-I
101235332	101235332-I
105848048	105848048-I
124810694	124810694-I
124810103	124810103-I
124810102	124810102-I
124810106	124810106-I
124810105	124810105-I
100200179	100200179-I
124810695	124810695-I
100211357	100211357-I
100208428	100208428-I
100205549	100205549-I
100206113	100206113-I
101237123	101237123-I
124809675	124809675-I
124810107	124810107-I
100197588	100197588-I
105849151	105849151-I
100203869	100203869-I
124810111	124810111-I
100205914	100205914-I
124809677	124809677-I
100209879	100209879-I
124810112	124810112-I
124810113	124810113-I
100207400	100207400-I
100203820	100203820-I
100204696	100204696-I
100213207	100213207-I
100208834	100208834-I
100212363	100212363-I
100215982	100215982-I
100205997	100205997-I
124810697	124810697-I
100211155	100211155-I
105845961	105845961-I
100214577	100214577-I
124810698	124810698-I
105848372	105848372-I
124809411	124809411-I
105843080	105843080-I
124810116	124810116-I
124809413	124809413-I
124810120	124810120-I
100212973	100212973-I
124810699	124810699-I
101238884	101238884-I
100200525	100200525-I
124805806	124805806-I
100212410	100212410-I
124805804	124805804-I
124810130	124810130-I
124810129	124810129-I
101235516	101235516-I
124810131	124810131-I
100209604	100209604-I
100197980	100197980-I
124809679	124809679-I
105845791	105845791-I
100205844	100205844-I
100211373	100211373-I
105849405	105849405-I
105849403	105849403-I
105849404	105849404-I
100201611	100201611-I
124809416	124809416-I
101239328	101239328-I
100207647	100207647-I
124810136	124810136-I
105843332	105843332-I
124809682	124809682-I
100212864	100212864-I
100206173	100206173-I
100205627	100205627-I
124810700	124810700-I
124810139	124810139-I
124809418	124809418-I
100208434	100208434-I
105843489	105843489-I
124809419	124809419-I
100206181	100206181-I
101235301	101235301-I
124810141	124810141-I
101239711	101239711-I
100213733	100213733-I
124809684	124809684-I
124810144	124810144-I
124809685	124809685-I
124809421	124809421-I
